	filename	st_time	label	type
73276	LD1AFNeDg8M	206	24	train
158344	nju5SMRdQVE	405	24	train
125693	cQkm8fG9dbA	42	24	train
181627	x0lEvQoNu6M	3	24	train
187064	yvxINQBGaT0	131	24	train
27233	6bIZ8Sy6-l4	3	24	train
16371	3PYxwwnCQYg	0	24	train
116342	_DPFw3qmnTE	2	24	train
121056	aoIf-yIABTY	6	24	train
128875	dYGYUtES450	458	24	train
17472	3iMar6Ytd7c	67	24	train
85337	PPEcGN92zn0	5	24	train
148718	kR8ipCYZ54U	44	24	train
27731	6k_zKy-6O9U	96	24	train
169072	ratvIOlXJ70	99	24	train
106076	Wi7oYMJK8bU	160	24	train
28288	6w6uwabI5xA	73	24	train
14217	2pJRXZQzseQ	12	24	train
24100	5fvim9Y6LRk	0	24	train
2658	-g18SZ6WopQ	4	24	train
113109	Z65oVzJFKXw	96	24	train
70591	KK1SaLRGsjI	52	24	train
128470	dPXZZabsZaE	11	24	train
108996	Xhn1pe7OXeM	151	24	train
174501	twWBQjLyuxw	14	24	train
55802	FTtiJz4_txk	45	24	train
23087	5OCgKYQs8U4	541	24	train
16137	3LClNIDfdjk	153	24	train
94512	S_Wmb9Gz0Us	51	24	train
104120	W1e3xWncgVI	36	24	train
38581	AAy6KeLktiw	128	24	train
144213	ipYHAFFd4NM	0	24	train
33989	8gv8dAPfeWg	249	24	train
71316	KYkR_eBGE8I	19	24	train
116067	_7KRGvqkuZg	289	24	train
57528	G2dYzDSKBXU	103	24	train
75278	LshORvK_fGU	66	24	train
112055	Yjj5d4T2KlE	2	24	train
80241	NayBcXgwQS4	81	24	train
128471	dPXZZabsZaE	24	24	train
140427	hX69q2pEGXc	68	24	train
136355	g7JP-ypM0iU	388	24	train
49502	DWO7KmerR4o	74	24	train
73258	LCfsFbWZ-x0	219	24	train
112792	Z-761oF0m8Y	40	24	train
172468	t6TKIOp3dqQ	176	24	train
169075	rawlXAn3zgI	21	24	train
85722	PY2G7zneDhs	2	24	train
76388	MFrKd51cPSg	75	24	train
15739	3EJqSIq-804	3	24	train
121780	b3i0oHpCwVQ	186	24	train
153080	lvT4FofWnJE	309	24	train
19247	4DwLRe4CDXw	43	24	train
71103	KUhxoT_APEc	8	24	train
49414	DUxKXPvd6UU	21	24	train
160295	oRQbjO3aHig	20	24	train
48999	DMWJo8E2kMA	264	24	train
85338	PPEcGN92zn0	38	24	train
91003	RLYTxLkwwv0	24	24	train
70414	KGOC3LgDFKk	4	24	train
47547	Ctrg2wyS1M8	621	24	train
87631	Q9tJ2hxfbMM	110	24	train
161162	okeNklurFq0	244	24	train
172386	t4OpeAMloS0	1	24	train
128874	dYGYUtES450	443	24	train
133814	fGD5z3WHOG8	0	24	train
102695	VWAmBM4uV-s	218	24	train
34101	8jZwSrV2LFs	6	24	train
16138	3LClNIDfdjk	431	24	train
4392	06SduhMtp0o	10	24	train
181628	x0lEvQoNu6M	26	24	train
85509	PSuJpX1NAZI	190	24	train
38582	AAy6KeLktiw	192	24	train
85723	PY2G7zneDhs	42	24	train
158345	nju5SMRdQVE	415	24	train
54554	F21Wkm8ADXM	89	24	train
57529	G2dYzDSKBXU	252	24	train
162623	pGRl9JQiu-s	18	24	train
178836	w0BcjtWYMDc	181	24	train
77247	MYyP6byWZ0A	400	24	train
92636	Rtu653Jv02k	3	24	train
48998	DMWJo8E2kMA	65	24	train
121779	b3i0oHpCwVQ	12	24	train
74843	LjYyg1Ps8tc	4	24	train
133703	fDvtJYVVYr0	44	25	train
124606	c2EZVwJEFPY	70	25	train
173305	tU9SIhNwxDM	161	25	train
132470	eo-6NUSA0W0	80	25	train
12385	2KCr-pRzmNY	57	25	train
174193	tpKGgusdwlk	48	25	train
145416	jFoXfVnyoEQ	335	25	train
71969	KlDvYP8ffI4	84	25	train
151703	lSf8JMiXC9c	24	25	train
8468	1E7DC6-VMzc	32	25	train
58241	GIX82jmZH8U	57	25	train
163551	pbCvZ4YBOFk	125	25	train
120593	aedpB8SoKmc	33	25	train
153794	m9fKuAZH8Bw	208	25	train
91636	RYmR3F1_UO4	79	25	train
13951	2jar2Ivsrbg	78	25	train
21340	4raHanaGmSI	0	25	train
105168	WQ_oLCCJgVg	5	25	train
55774	FTG3_q4rrPs	183	25	train
124607	c2EZVwJEFPY	130	25	train
44375	BwS4SyjHl3s	9	25	train
157446	nQh-zAputr0	304	25	train
81059	NuY23k5SrQ4	49	25	train
151971	lZ2VTF3CPvM	3	25	train
163947	pl-85Jbkpc8	126	25	train
184626	y3SfYvmjxMU	27	25	train
112052	Yji4hIbIFso	35	25	train
132469	eo-6NUSA0W0	2	25	train
146553	jfXRAD6EzCo	87	25	train
121682	b17lGp-A-fo	49	25	train
184872	y9DoiT2zClo	12	25	train
188074	zHcpIJvZmAk	16	25	train
53094	EaILhS5MwQw	46	25	train
153886	mBOs21dygZk	93	25	train
184714	y54vUfKiTaE	178	25	train
38245	A4nxTY0cDWk	98	25	train
4264	04ePXuGQZMg	49	25	train
189852	zvyvyfnd4KY	13	25	train
106475	WqaWRS3XuZ4	4	25	train
71361	KZxpD_chSSw	46	25	train
30186	7UVgLPo62BM	7	25	train
166175	qXTmf47Xk_M	13	25	train
35968	9LmmQ5GYaT4	40	25	train
86791	PsXRzD-yBe4	66	25	train
98648	U2duEg5mVRs	78	25	train
186554	ykWFMCh7oKk	162	25	train
19703	4N5T7vcgG4E	77	25	train
181591	x04R1vOFO84	131	25	train
79469	NJesxgAz1TA	17	25	train
19332	4Fd0bVItvvU	107	25	train
21967	530YlezpNfA	374	25	train
165819	qPUUQYRqOds	119	25	train
77070	MUm2xdBsyMI	177	25	train
152853	lqhIhIpN2Xs	138	25	train
122582	bK6R6-hKMLg	11	25	train
154953	mZXTvgBQ30g	5	25	train
152865	lqsHKcLEXk4	107	25	train
157002	nG_wPzrX9pU	3	25	train
123479	bdIxYnH6-Qc	7	25	train
113906	ZMqnrIkdG7g	14	25	train
140005	hNha56VXJuo	91	25	train
122186	bCiK5AlLQpY	138	25	train
86205	PgYPznYEodM	35	25	train
97429	TbWaGoDBkcA	0	25	train
33231	8SDQMBfJ9SI	129	25	train
139090	h2hbwTUwRp8	34	25	train
50405	Dkuadot1jPk	44	25	train
72534	KxtiTB77uQA	0	25	train
123699	bi7WkawOWAQ	90	25	train
11415	22l2JcHpIdc	12	25	train
134527	fVY3_qesBUg	72	25	train
39134	AKoYiWPeDoU	21	25	train
97847	TlFGm5BKC7E	538	25	train
107508	XC6__HC6uRQ	18	25	train
176418	uksHj9QkCnY	26	25	train
90980	RKwsKqNWT6E	204	25	train
106476	WqaWRS3XuZ4	15	25	train
45886	CPQaXeB-Rzc	54	25	train
317	-3sX4pIZa8c	1	25	train
4693	0Bvv9FuLDdc	219	25	train
148397	kJre0RSSoYM	102	25	train
59353	GeyEbCGFaNY	160	25	train
185793	yUegF4Yb-Sw	136	25	train
28704	72VlLtNRK-k	0	25	train
39983	Ab30EOJ8KMI	29	25	train
101658	V6RspOJS2T8	25	25	train
70746	KNXrnbAIMEc	21	25	train
175431	uI9Eb7fXIPc	1	25	train
69215	JrQzNKi9DSw	2	25	train
151972	lZ2VTF3CPvM	47	25	train
37292	9mEyoQvqg_s	30	25	train
20975	4k4Tzdu-Qss	63	25	train
3495	-uJyJgQ3iys	25	25	train
102347	VNdNEui-7BM	35	25	train
30778	7ezHjyByk_M	80	25	train
95956	T4LhLtFtIN0	114	25	train
155641	mnUE9pbOaOk	162	25	train
64765	IPKcMm8Lmms	139	25	train
97848	TlFGm5BKC7E	582	25	train
155556	mlbfhZZ1YLE	133	25	train
114631	ZcLayn6Yovg	144	25	train
79359	NHfI09gyLYk	16	25	train
64766	IPKcMm8Lmms	243	25	train
118756	a362jObDvsc	13	25	train
155385	miIuvHI6cNc	104	25	train
183698	xjGdHaMKN2k	6	25	train
60562	H3V7XfRG8O0	43	25	train
37771	9wTVkypssWc	131	25	train
145917	jSK6VLmbMKw	20	25	train
164077	pn_60ZEHVeI	138	25	train
135537	fqzIy8myY5Y	20	25	train
124156	bt2N8PQVrxI	8	25	train
13980	2k9_vKSoRqc	67	25	train
130990	eHwhTJXwJrY	328	25	train
47638	Cw2y7dDKvFw	108	25	train
88254	QOPjb0XYQ6Y	51	25	train
60881	H9oGx1rePMA	10	25	train
86790	PsXRzD-yBe4	8	25	train
102235	VKwvKDG6NG8	15	25	train
176417	uksHj9QkCnY	13	25	train
44749	C3GCRDexnB0	332	25	train
143984	ikoRoQqCCcE	126	25	train
39120	AKYqKxuWwwk	434	25	train
2016	-WnE2d9e69U	0	26	train
187212	yzGijyL_x8k	264	26	train
137362	gTIEeZNQ2HM	47	26	train
55786	FTPLIbmvoSs	140	26	train
118401	_wH2fbvqUoU	174	26	train
64294	IH7-WzwcKKs	570	26	train
20239	4X4U0VpeUvU	114	26	train
138906	gzhlcXPEOJY	273	26	train
161224	olgOjusBWeY	400	26	train
174918	u5JuyqLJyqM	84	26	train
105406	WVWM8H8EEBY	147	26	train
29534	7HHCf9-HBiA	0	26	train
59624	Gkb2jFtC_t0	54	26	train
160400	oTo4NFNGTkk	295	26	train
117205	_Xdm1lKygz4	248	26	train
89187	QirKIve2uow	175	26	train
105977	WgJlc-8Cyv0	0	26	train
167707	r6icqufbPW4	126	26	train
143264	iUoVIvq0yIE	277	26	train
58977	GXyAFwf0nI8	14	26	train
135272	flBsIp0uJAU	17	26	train
74604	Le9yQecgAc8	109	26	train
91511	RWFY5nARgI0	1	26	train
21863	50iai_VhXck	26	26	train
87750	QCX3H9wXgpo	25	26	train
89338	QmZjR8zNjsg	119	26	train
167675	r5f8QJ-Xgo4	214	26	train
115772	_0rN-OR7-zY	0	26	train
150741	l70cp3XjyaE	86	26	train
38137	A2hySwSo3go	110	26	train
182252	xEsn_teJEVo	187	26	train
13812	2gmnij3N-Xs	9	26	train
46180	CUnjwBtbbd4	17	26	train
4174	03fGTwkSBWs	289	26	train
99638	UPVn_85FRCw	20	26	train
22715	5Fycz8IwhVE	265	26	train
135909	fyjADt6TbXA	156	26	train
66492	Iyt_2Z9QrXM	1	26	train
50165	DgWNq8P-DfA	89	26	train
126091	cZFu9RxYM8s	240	26	train
101428	V16JPartWQ8	42	26	train
89368	QnLbyf0QHPE	77	26	train
112593	Yw0yAf_jNJE	228	26	train
160103	oNJSgUjKNw0	336	26	train
105889	WeXjWonSHxc	22	26	train
18792	46SI_zUcMeU	244	26	train
66493	Iyt_2Z9QrXM	18	26	train
142352	iA-VXOJ0FUo	14	26	train
71673	KenD8fEh6LE	454	26	train
145380	jEqcjl5eCis	259	26	train
188159	zJoYpAiP_Ao	336	26	train
17604	3l4alj6RRkM	547	26	train
141691	hwUwGD2XegQ	191	26	train
180673	wgg4tCyyMpY	9	26	train
38747	ADsU9Sdmilk	196	26	train
182094	xB67ho95758	1	26	train
87224	Q0HUuhewdxU	36	26	train
104021	W-RxQl7GYmU	47	26	train
76844	MQ6b3LIQC3g	117	26	train
124490	c-b70nmvK5k	5	26	train
85495	PSjFWG4dMAc	856	26	train
85591	PUgkg-rvcRc	10	26	train
96410	TFBbLMuPO-s	107	26	train
28016	6qN-oqZwgtA	560	26	train
131487	eTCu-6nF6mI	641	26	train
60020	Gs_kAajTF80	123	26	train
122028	b93BO5AmhuM	50	26	train
170343	s5nxFhB7TH4	297	26	train
126260	cc5qS7bgWvg	50	26	train
166907	qoBTIyg7VhM	0	26	train
129867	dt0ZQyuztDs	100	26	train
152670	lnYrARRL43U	40	26	train
85276	PNZ-MM4HNq4	38	26	train
136670	gE_SWlHEVHY	105	26	train
114517	Za2ezCNvBeU	15	26	train
84864	PDUcMVvDZWM	229	26	train
149990	ksJsA8Tz17g	0	26	train
106905	X-W-q9ARCc8	67	26	train
140581	h_TIgHhS5hc	0	26	train
24846	5th6phRFv4Q	14	26	train
117617	_fxCpMoW2Tw	25	26	train
17098	3bDdT546ZG8	130	26	train
87993	QIT6l8y0_cE	39	26	train
845	-CekKuZXKJ8	0	26	train
65836	IlB4eRoCzHc	120	26	train
3615	-wHU0MVeKSQ	13	26	train
107749	XH-3Ds2XG3I	117	26	train
22714	5Fycz8IwhVE	184	26	train
89044	QfuF6a_pZEE	23	26	train
49470	DVvPRU8oOTU	150	26	train
113931	ZNboftBNdyY	754	26	train
48403	DAbQt5PSkwk	149	26	train
137691	g__gcR8sSIc	360	26	train
16395	3Pwq0hGMB4k	30	26	train
62211	HbSm0b-NCgU	110	26	train
58194	GHctC1oPNdI	57	26	train
134448	fTyCcmvQXXU	411	26	train
72555	KyAynZQ1_O8	40	26	train
126469	cgHwD1sOZZg	50	26	train
5995	0Z6y0lIbFL4	51	26	train
182530	xL91MHa3Rz0	380	26	train
19537	4K4nxEzFLYc	10	26	train
164789	q28CD7e8uns	178	26	train
159550	oA9upHhLhJE	104	26	train
87825	QEFkHr9MkXg	22	26	train
58824	GV38iQwySCs	82	26	train
48606	DEL5u48gdL4	160	26	train
143473	iZR9dpO64NA	11	26	train
187537	z6A3MMB8NP0	47	26	train
185909	yXVab_2NZrI	35	26	train
155326	mhEsZZNlZOs	503	26	train
44520	BzuNjDgG84c	31	26	train
124787	c6KucuYx2jY	30	26	train
72631	Kzg_TgUQEzc	40	26	train
23542	5WnIbPn16Ek	2	26	train
186403	ygx7kQ7q2lw	29	26	train
87994	QIT6l8y0_cE	52	26	train
159297	o4IagW3T8Vg	38	26	train
15636	3CXo7FNthcw	92	26	train
44878	C5m1ehklWfg	150	26	train
169003	r_SftrsOWcw	686	26	train
30405	7ZHQ-e8Vipc	37	26	train
165073	q92y7bGP1gM	144	26	train
78265	Mv6Gy4wEhPM	19	27	train
70984	KSdNLpbMPjM	480	27	train
49499	DWLErP4Ljs8	168	27	train
80759	NnBozUL-bZQ	75	27	train
80924	NrE1ZSEqPoo	381	27	train
140352	hVLTdhR5CL0	235	27	train
126493	cgsjamA3Tv4	232	27	train
52864	EW8yqMpMFdQ	242	27	train
106269	WlstZRwwoNc	132	27	train
153600	m4j5XY09HlE	21	27	train
58933	GXBogMCgIvY	242	27	train
129636	do6eS6rPew0	40	27	train
41055	Aue0C5_ysw4	231	27	train
56290	FdE1JTKpXiM	554	27	train
163981	plkaNq2TRKY	20	27	train
133964	fJJ3KMo7AEQ	1	27	train
93651	SGa_Tx6dAk0	25	27	train
56596	FjJ_vsMmxGA	558	27	train
58961	GX_Bd-fc3IU	47	27	train
88196	QMzN_oySbnI	361	27	train
109692	Xx3TuuyGiRQ	316	27	train
168089	rFMB4EsFgsQ	931	27	train
148430	kKRfnC-rf7A	55	27	train
59440	Ggz4lj4gubk	51	27	train
47552	Ctx-hCu359Y	134	27	train
140680	hb7VP1LnjRc	363	27	train
17808	3pI4o9J6Aag	160	27	train
148259	kH2FX5M8ZeY	519	27	train
11830	29hYj0P5DKc	324	27	train
119985	aTFzwmxadaI	796	27	train
112476	YtgaI_U9UgA	499	27	train
112428	YshRGjU3gYU	4	27	train
43198	B_QkqDu2ork	17	27	train
115855	_2sGpUIFDXA	2	27	train
185593	yQ4EZ9vSCS0	21	27	train
132435	enKrsq0uRRU	111	27	train
12191	2GnmvIamLcE	35	27	train
22810	5IFBgwTLy88	85	27	train
103510	VpfxZMg8S1Y	234	27	train
189065	ze8e9tQ2vQQ	0	27	train
23399	5UR_IG2Hz4Q	176	27	train
105307	WTVgqqfsjWY	18	27	train
76729	MN6bkbOPB0o	102	27	train
185594	yQ4EZ9vSCS0	192	27	train
105308	WTVgqqfsjWY	36	27	train
126976	cs-A3Tdt1r8	24	27	train
88350	QQgC38fAiwI	128	27	train
71626	KdcK8kfztMY	30	27	train
76539	MJ4LfITd-HA	142	27	train
126492	cgsjamA3Tv4	219	27	train
175457	uIYeg7xasjg	115	27	train
153532	m3PQ7cO6N3Y	11	27	train
143709	ie73SB6WFX8	8	27	train
97558	TePQz4u4U5k	243	27	train
104544	WBdWrjXqtjw	57	27	train
73181	LBDBpYvHfAs	38	27	train
126751	cmOuCD0BHTk	231	27	train
4480	080-zRZfiRM	692	27	train
110076	Y3f5bhJqvbk	50	27	train
108533	XYbv2PGYlSY	67	27	train
34017	8hQkIX-3YKM	57	27	train
114257	ZUjgmZrfZrM	107	27	train
151272	lJCzrcXr47o	40	27	train
10765	1s9b3ok8SdY	203	27	train
65260	I_5TsFIAB5A	397	27	train
16113	3K_SaGcEM8U	184	27	train
250	-32EWNC_btk	11	27	train
106605	WtfBUDj3CQc	63	27	train
148258	kH2FX5M8ZeY	430	27	train
45045	C8BfcgQGNIw	59	27	train
99904	UV7hWcef3tA	5	27	train
106770	WxbP6iN1PhA	56	27	train
107656	XF0E5xAbHRw	109	27	train
46550	CbD3MlWBlhU	160	27	train
56478	FgiR6mx3lcQ	13	27	train
30176	7UO2hpamxzQ	1	27	train
115211	ZpBiPZtq2ao	303	27	train
112263	Yp8gDsVMsb4	56	27	train
105881	WeRpU5VdK0Y	23	27	train
93163	S58VU6DHKc8	207	27	train
29310	7Ct90NIA81g	315	27	train
71627	KdcK8kfztMY	40	27	train
49489	DWF4VrLqKFU	183	27	train
168655	rRQ0HbleWa4	108	27	train
109088	Xjghf4wcbQ4	0	27	train
169661	rpQ51ELzMBY	38	27	train
17434	3hVZtzlCfuI	67	27	train
75146	Lpp_75qV4T0	29	27	train
147903	k9LMazxtFMc	110	27	train
168062	rEzfWKqnObU	1	27	train
30177	7UO2hpamxzQ	12	27	train
122804	bOi1xw2L6S8	173	27	train
150439	l0llPxcBh9E	9	27	train
139855	hKEB0hx9GG4	281	27	train
183686	xj-gM6knHYY	351	27	train
6209	0ancJqHNeIY	260	27	train
79484	NJyurkR0e_c	460	27	train
28876	75RwIMVeyxw	85	27	train
168088	rFMB4EsFgsQ	524	27	train
150440	l0llPxcBh9E	26	27	train
78451	MyvPVM9PjDM	54	27	train
46247	CW7f-NtUWuk	352	27	train
117200	_XaCgpBFK7Y	533	27	train
113893	ZMZqdBqsLAA	81	27	train
68606	JewvfwQJQeE	217	27	train
62589	HiZMgIsK3Lw	137	27	train
25992	6D2OWs2RDEk	64	27	train
117417	_bFKw61jn0c	6	27	train
101311	Uzhepjo1YIs	155	27	train
105654	W_tM3UXSjZ0	848	27	train
106268	WlstZRwwoNc	78	27	train
131443	eS4LHsBbLAc	164	27	train
168391	rLp6hgDDMZM	649	27	train
69082	JolRyxW4Xwk	53	27	train
160811	ocOenat__Bs	470	27	train
17809	3pI4o9J6Aag	200	27	train
141607	hujueszZZC8	114	27	train
13202	2XotC1tHl6M	503	27	train
58932	GXBogMCgIvY	60	27	train
132436	enKrsq0uRRU	132	27	train
113894	ZMZqdBqsLAA	227	27	train
30543	7b-4tOVK2g8	177	27	train
112820	Z-xBkRsq2Ls	56	27	train
89729	Qud5DcPARmY	24	28	train
73413	LF_upMqfv7M	33	28	train
79124	NCVYkgmpAtM	0	28	train
133420	f7i6XxU5Mtg	16	28	train
1634	-Q4hfmKy0DI	147	28	train
125554	cNbBx5n4ur4	26	28	train
56574	Fitb2gjn-5A	168	28	train
153333	m-KWVft7knM	35	28	train
180814	wjUG6fM9ktI	14	28	train
128609	dSeriGKZ6Jk	132	28	train
131281	eOYNJFL1bRE	35	28	train
22505	5C20H0u64Co	7	28	train
21824	5-zP0TQhUv0	5	28	train
26407	6LOynDdFpuU	11	28	train
76607	MKhoXSqPYGk	19	28	train
187340	z1EPnEspedw	14	28	train
141431	hrI41SWzg3E	18	28	train
161067	oiDXuttdV3k	30	28	train
104232	W49q7VqCntA	68	28	train
13668	2e0brTzq_Wg	20	28	train
172542	t9DNG_DxtZA	26	28	train
139170	h4rkQ8B9Bt0	30	28	train
160724	oabd2R20j6E	9	28	train
160912	oemh5vURlWs	30	28	train
51734	E9v88UFZhwI	30	28	train
162617	pGPSqIEudTo	11	28	train
102453	VR7ClP11uWg	13	28	train
65117	IWs_DMeJXUI	15	28	train
36143	9QLycRPIJtw	1	28	train
112691	YxpZFn8EojQ	33	28	train
183976	xp8FvEmXIGo	10	28	train
121555	az2hwmtiR7s	25	28	train
78171	MsYJ9aPecTc	60	28	train
42051	BCadZyeeKgs	88	28	train
159530	o9XBc90IO3E	1	28	train
184684	y4QAfyxtQ5E	30	28	train
3647	-wrV1SnmQFQ	2	28	train
99114	UE2sZA7iAvc	55	28	train
171743	skkGUmLWD8I	80	28	train
69190	JqxtHK8t_k8	24	28	train
118283	_tjSmRjvNCI	0	28	train
119199	aD4WP58BBIY	105	28	train
183751	xkM-AlHa9i0	30	28	train
20149	4VaSHYWggxE	0	28	train
105761	WbxPDSjV0bY	30	28	train
177275	vBaW6S-GSeM	8	28	train
105846	WdqL8ou_S7g	48	28	train
159060	nzY5EOex2FA	30	28	train
50683	DqGWCozdfew	0	28	train
168128	rFuLwzb_VmE	5	28	train
87254	Q0z63ymu4eA	16	28	train
141563	htjUCki66Tk	62	28	train
44013	BotjPWQZrQ4	19	28	train
16331	3Ot-Rgo1tPo	17	28	train
180722	whZWpHGV7Mw	22	28	train
29979	7QNqmApWIjA	95	28	train
115316	ZrwmLw8-dG4	7	28	train
17900	3qeykYF7pjQ	30	28	train
108964	XgxH2C3xFog	22	28	train
165779	qO_mvvpw24U	6	28	train
119284	aEdbLA7aD8Q	0	28	train
156945	nFLAEJZ1J4g	41	28	train
55528	FNb5C0D81uw	36	28	train
74753	LhYaUSu_zX0	2	28	train
90529	RBUk_wLAVVQ	7	28	train
116964	_RglbYm0TCQ	217	28	train
61929	HWpsYV7qhP4	30	28	train
184280	xvwcEOn4zzw	60	28	train
83820	OqsMxKZNpnE	37	28	train
172632	tCNSEEcYipw	57	28	train
181677	x1ZGMpfybKA	30	28	train
80607	Nk4Ls8pQdk4	5	28	train
114147	ZSRpdY2bjY4	29	28	train
105840	WdlzCx8Q1Qs	2	28	train
104773	WGaAaenMIes	0	28	train
146333	jaoinIuEwko	87	28	train
118119	_q_zSllVrSM	50	28	train
131761	eYzuvqhKV3c	16	28	train
80649	Nkv14smCIek	30	28	train
110335	Y9WiYTjoa80	4	28	train
47321	CpbfwvjiUH8	30	28	train
14568	2w1fE0LP1P4	12	28	train
189137	zfVg6vbHbeg	38	28	train
179591	wIJDpwQFliE	79	28	train
16330	3Ot-Rgo1tPo	0	28	train
130549	e8S6T3s_Y5k	8	28	train
1065	-Gq9GTPeFow	20	28	train
89058	Qg5dLVEX5w8	10	28	train
2935	-kGxLMDATu0	16	28	train
51746	EA1aKT-4WkQ	30	28	train
22461	5BLZ3GHTUzc	30	28	train
95899	T37PgYTv4z4	30	28	train
174448	tvI-W4_efJQ	0	28	train
160840	odCxoo0_D_s	7	28	train
170107	s0wQ0RPnYSo	252	28	train
184101	xrmnQsoCdd8	5	28	train
16135	3LBTmq1taAA	3	28	train
108965	XgxH2C3xFog	42	28	train
28892	75ePYyRfQOg	30	28	train
139488	hBLotV-d_gQ	424	28	train
74958	Lm2LvNATMQc	5	28	train
130510	e79c_-_hVa8	2	28	train
6114	0_X7kCoZYd4	9	28	train
120669	agAWXnT4-EQ	104	28	train
18395	3znWQ4SURxU	10	28	train
151254	lJ43mhyUyyo	8	28	train
55490	FN4rvrPvHRM	30	28	train
100070	UYPgCmojLQM	111	28	train
43901	BmgHLucyCUA	60	28	train
107726	XGQLOhgllLk	10	28	train
130127	dzI7ToyMjv4	115	28	train
127368	d0zt3MDmNGM	9	28	train
178799	w-B24SfSY3k	4	28	train
165591	qKZOsDn4Bko	30	28	train
160670	o_aXs1QF8og	1	28	train
41270	Ayk4xg9gSS4	22	28	train
134966	febHB6T3jjs	10	28	train
24554	5nyaSMbAx3I	135	28	train
59931	Gqp7mD82zBQ	16	28	train
126113	cZcT7O4VzLU	30	28	train
142754	iIixjQmNTM8	96	28	train
48552	DDAQLIRlZqA	16	28	train
36765	9bgdRYGz2Nw	50	28	train
25453	649Ilodi95A	1	29	train
76486	MHqKIOwIXeM	146	29	train
153447	m1blV9LaH44	420	29	train
16756	3WUPN1NrzlI	30	29	train
28167	6tTmNBvT7VU	30	29	train
58718	GT6ju6ow6X8	131	29	train
104582	WCQFDuYl8a4	120	29	train
123144	bWfTxd5nHOI	30	29	train
40059	AcAjAfjZKEQ	68	29	train
57930	GBIlVSQ5UGQ	49	29	train
89871	Qxi9Awu4dl0	19	29	train
1246	-Jj_VT1dTDI	182	29	train
50052	DetqPEriYb4	0	29	train
39563	ATCGSqFCfmk	20	29	train
1854	-UKl9H9p2lI	70	29	train
150054	ktn-g6EYlqA	150	29	train
54729	F6BOnLuFuyQ	30	29	train
24251	5iuQN2KRg1c	30	29	train
95010	SkmW2Rb8aLM	40	29	train
76972	MSqRrbmZWdc	0	29	train
167181	qubWSmnPKmM	10	29	train
73884	LPn7CtfZlT0	89	29	train
43876	BmBido0MLFk	30	29	train
100857	Uokcz3C065A	2	29	train
140988	hhWHNoBlJWg	69	29	train
157428	nQM4xqCdgSw	10	29	train
172590	tApCX5VPwEY	80	29	train
169152	rct00r7U0Kw	3	29	train
148860	kUE2Bo2NIYg	51	29	train
1515	-O0M3sqMNNI	48	29	train
99735	URNsJgRGMJg	268	29	train
173901	tig0x60GtOU	74	29	train
41494	B287kQpDjLk	92	29	train
156605	n81O9ZHzkHI	155	29	train
186052	y_U0H1SJei8	100	29	train
95363	SsYpfgWI7Yw	130	29	train
88988	Qdrcv-ZjC-g	37	29	train
188925	zap1cUUiVSs	260	29	train
75593	LzIyRPXRRR4	0	29	train
23753	5__ReeJrrwU	52	29	train
163705	pfLuQwTy1TM	141	29	train
18165	3vnG29i6EjA	70	29	train
129309	dgP5ldlYItU	363	29	train
110655	YGc_LCOrJrk	55	29	train
138765	gwchVSQtQ4w	0	29	train
5426	0PN6A6IDAp4	30	29	train
134172	fNwovuulJiM	13	29	train
95081	Sm7H6_HRXhQ	0	29	train
67742	JOAjmntw3U8	101	29	train
58622	GQq6G3x6eTw	140	29	train
80579	NjPgEtM1PCs	48	29	train
185414	yLtLKUTSfcI	388	29	train
117042	_TSxqFN_eQ0	80	29	train
30385	7YkJuYylTVk	30	29	train
17618	3lN6ou-MvDA	30	29	train
3548	-vAJomuQQsw	30	29	train
85938	PawUc0pqf9M	260	29	train
5484	0Qc3mCuO5mw	133	29	train
41598	B4S98tkEZ5o	30	29	train
22306	58SiFOLAvMw	88	29	train
38599	ABEGVvtHCd4	240	29	train
112139	YmF0e1mg3XQ	30	29	train
177574	vLqX3QxVdQ4	0	29	train
140987	hhWHNoBlJWg	5	29	train
134843	fb_cvUpOpVk	209	29	train
11537	24eI76C7CK4	5	29	train
65905	Immy14-cAIk	60	29	train
58503	GOZpLjuR56w	5	29	train
112063	Yk1ls4FIHpk	105	29	train
22341	59CQxnvuGmU	265	29	train
7327	0vEmiYc7J04	30	29	train
134996	ffOaFS3XWtA	0	29	train
3761	-yud0e7VzJw	30	29	train
22212	57-SKNIZDhE	30	29	train
16656	3UsaSHr8pUo	30	29	train
180115	wUtmE0MYhlQ	140	29	train
156306	n17s0TXG8yQ	123	29	train
134902	fd2Sm_ee1Mc	0	29	train
180576	weidkoI7clE	4	29	train
163706	pfLuQwTy1TM	557	29	train
58801	GUXM1XuLUIs	152	29	train
39455	AR1E_nLhw8k	30	29	train
65576	IfvNGeTUJ6U	10	29	train
135048	fgd6aXLKSks	230	29	train
103862	VxKDNLTlYmg	32	29	train
25674	67UmXozbx00	25	29	train
22434	5B1xGNn8TcY	0	29	train
173503	tZVjWH-ArH4	197	29	train
179496	wGPuA-9Weic	30	29	train
7898	14MSWz121Gg	30	29	train
23610	5Y1WHaBEV9o	30	29	train
140444	hXOLPZcvqaQ	108	29	train
20634	4dXqe8NRyr8	471	29	train
143670	idQtpYxaKAU	70	29	train
121414	awCFW2_gCRc	72	29	train
125560	cNfw6i7mF1g	226	29	train
125759	cS8IByC08Q0	38	29	train
