	filename	st_time	label	type	sudo_label
57180	FvraSRQJeZY	30	70	train	70
126102	cZU_fiYyXrQ	100	70	train	9
119160	aCJPt9R7Q9g	30	70	train	70
138431	gpWOgFXLZN8	30	70	train	70
170262	s4HANsW6J5o	20	70	train	70
24871	5uEbMCTkyAE	30	70	train	70
83573	OlnVYA2_AoA	25	70	train	187
4546	09S4On2TfGw	40	70	train	253
96701	TLi1S31gC7I	30	70	train	70
159271	o3kYAuGz59M	30	70	train	70
75392	LvAViA2z8z4	290	70	train	13
47682	Cwo7u6k5LSI	30	70	train	70
187497	z59MM65Ts9w	30	70	train	70
164558	pyRgISmVi8Y	140	70	train	70
187898	zDk9-lKZcaA	100	70	train	70
39196	ALjQGrhzLvM	110	70	train	70
64709	IOBjZKlHWOI	10	70	train	70
137212	gQPkGBTArek	30	70	train	70
21101	4mX-FX8A9uQ	30	70	train	70
68568	JePSGEk2wVs	540	70	train	70
54544	F1uZNiCe-iU	530	70	train	70
59814	Go73jv9lGz0	150	70	train	70
159292	o4ECt7A27P0	30	70	train	70
72401	Kuqppcwx-fs	160	70	train	70
58568	GPj8h-WcjWs	21	70	train	250
90208	R45kreUEwf8	30	70	train	70
54797	F7hNN_9V1Po	30	70	train	70
158847	nuzT80_p1Go	100	70	train	71
144679	j-IZsroKWB8	580	70	train	70
23309	5Sfvn0UuUuE	30	70	train	182
119167	aCSy61QPqKw	140	70	train	113
102957	Vc61mkVmleY	30	70	train	203
153275	lywvMxZFPpg	30	70	train	70
116792	_O7JwtSY4yA	30	70	train	70
5880	0XbqYXFS3I0	10	70	train	70
145574	jJumAiMaCzg	590	70	train	70
62108	H_ZdA-xMhCk	200	70	train	117
75295	Lt1wrWa_q9g	30	70	train	70
79276	NFhDk2k3YP4	30	70	train	294
91254	RQJTMfIDOmY	30	70	train	23
134450	fU1QT73MzD8	140	70	train	70
38168	A3LgY0QSHrI	30	70	train	70
117040	_TS8KX3k7-w	30	70	train	70
172620	tBmlFhxvTX0	30	70	train	70
29261	7C0M7hkWG-k	30	70	train	70
46031	CSJN6VmiIyk	40	70	train	70
76558	MJaNNmZhrJc	10	70	train	70
101028	UsigQYGTswg	30	70	train	70
174525	tx4wwxInqpQ	160	70	train	70
75632	M--s91TRNqM	50	70	train	184
105271	WSc0kYKLGTg	30	70	train	70
24644	5q13DZcNMnw	70	70	train	227
137398	gU2Qjc00QjA	30	70	train	210
180328	w_EFSXkjehc	120	70	train	247
110737	YIOBvIjwkeI	160	70	train	109
81355	O01UuLc_YIc	60	70	train	70
176128	ucCd3zxXYJw	50	70	train	44
99891	UUy8oebYWog	30	70	train	112
188280	zN7mm8fVa7I	70	70	train	70
46221	CVeGmthT028	0	70	train	70
166101	qW3xnx1Mv3w	30	70	train	70
77258	MZDEeV-tueA	240	70	train	70
14383	2s_vkDbVsxo	170	70	train	70
131218	eN7yXg-gFhU	30	70	train	70
116464	_GFZsP0Njw0	30	70	train	70
6801	0lDi5WzL3Wk	0	70	train	70
49278	DSPvFTwJ3WA	40	70	train	70
173008	tMpfnypHSu0	30	70	train	70
174158	toXTI-BYvb4	30	70	train	70
19476	4Iz_0dxWMOk	30	70	train	70
112103	YkzR43zFMG0	30	70	train	139
99882	UUmpqPL1w_c	30	70	train	70
184293	xwMkOG5pKII	160	70	train	70
86993	Pw-FKtIgbDc	30	70	train	48
14836	3-bVVQq-0Cg	30	70	train	70
176330	uiI3jP49Kz8	350	70	train	70
126118	cZfe9e4O-N4	10	70	train	70
17866	3q6fuGe64Mw	330	70	train	74
160064	oMTu48P0T7s	30	70	train	70
127643	d7SOt-5BAPw	60	70	train	70
161459	or7ikBeUhBg	20	70	train	70
126297	ccp7dZdx3GU	30	70	train	70
112100	YkxxZVjppP8	30	70	train	70
148986	kWSgm-dcVmg	30	70	train	70
93113	S3xhSFsUCTI	30	70	train	204
59266	Gd4zO3GWKNg	150	70	train	190
152074	la7kxX8nlrg	30	70	train	115
164261	prjs5BTFvog	30	70	train	224
47456	Cs3XzJ8Kgkk	1	70	train	70
136443	g9SjRJMvKMo	170	70	train	70
135473	fpb-tn4ZQ9Q	30	70	train	70
171300	sY5LE_dO2J8	30	70	train	182
26677	6RIasus2hHY	280	70	train	26
180533	wdk-RmsGdyw	310	70	train	70
66529	Izf1iZ0VzfI	70	70	train	70
185409	yLguvKJCqZI	80	70	train	285
104124	W1izr3Oyu_k	360	70	train	70
169828	rtvzbdWOYhg	40	70	train	70
23762	5_r1yLGXfUw	30	70	train	70
85036	PHuhJmuKuDE	350	70	train	70
51281	E0sdLkqLGCw	30	70	train	70
113872	ZMHVegJHacc	30	70	train	70
124561	c1IyvjwhkCw	30	70	train	70
162829	pKocHeUdHjQ	80	70	train	117
70243	KCXQiUt2w_0	0	70	train	70
181866	x65AtQemNZI	80	70	train	70
82650	ORn8WJXj_jo	0	71	train	71
162547	pEdAA5YSbLg	30	71	train	67
172262	t0uXHmAlbpE	210	71	train	254
57728	G6p5tYI6EKE	10	71	train	71
148935	kVRthr72uks	40	71	train	71
187723	zA993s7qfgc	80	71	train	71
169423	rjR_613gDsw	50	71	train	71
9145	1QJKckS71lk	230	71	train	71
164270	ps0lPk8IfWY	120	71	train	4
52336	ELzkopVUqxs	370	71	train	209
82339	OKbY-C6Dwl0	10	71	train	71
27134	6_xyZ3abT9A	40	71	train	71
78458	Mz3UJXGv7ms	140	71	train	71
131722	eXvyQRJUUGc	380	71	train	71
180939	wmJ0lkC7OgA	40	71	train	128
98138	TrmQeMsempE	120	71	train	210
111655	Yb3Wn-a54lI	30	71	train	71
148306	kHkzpbByvb0	130	71	train	71
67414	JHdJMgy3owo	40	71	train	71
58083	GFH14s8RGpU	0	71	train	71
129157	ddBouFOP0Fc	100	71	train	71
8336	1Br6QtbsHsA	10	71	train	167
144581	ixe8nEZftLg	30	71	train	71
90985	RL-cAw49IS4	20	71	train	71
92416	RoLW5xGin94	70	71	train	71
144748	j0qzKrrHZII	30	71	train	71
153766	m8sYN4ghI-c	260	71	train	71
105493	WXMvqlkTPBI	70	71	train	71
117046	_TkJhqT_IIM	0	71	train	71
22838	5IkVErHkM8s	10	71	train	71
172217	t-ijehKCBj0	20	71	train	71
122975	bSgmC-Db9N4	0	71	train	231
129944	duaI96wiuys	40	71	train	71
93829	SKpbq2B8J_c	40	71	train	71
119983	aTF-L57U7Js	0	71	train	71
157838	nZkdGgorDRw	30	71	train	71
156212	n-93tsH4WGs	210	71	train	44
186598	ylWdrDcXjlc	30	71	train	71
1733	-S-5z2vYtxw	10	71	train	71
155471	mk5DDeTaMeA	40	71	train	71
177206	v8jSqduFp4o	90	71	train	71
118552	a--sFoW74YA	0	71	train	71
4745	0CrFJ3YqIbk	40	71	train	71
108989	XhVWWnxNEPE	10	71	train	71
141110	hkUqQ-zckVc	20	71	train	49
101581	V4O7pCwG8R4	0	71	train	71
113770	ZKYJkS6aMFk	130	71	train	158
105351	WU6qV_cncYw	20	71	train	231
176567	upKVnN3tVaQ	0	71	train	289
160047	oMDkqqKYNyM	20	71	train	71
90033	R0jcd83PWQ8	40	71	train	71
172526	t8YbSfse4ZY	210	71	train	71
111261	YTf4B_HWkCs	50	71	train	73
107454	XAbwiyhZZsk	390	71	train	190
47359	CqEdRNDdRo4	8	71	train	71
132267	ejLuKupRBfI	20	71	train	71
154980	m_CHZlZS3Gg	130	71	train	71
8259	1AZwzCA66Ao	20	71	train	71
121795	b4-njsL9PWk	20	71	train	71
25451	64507_lC-tE	10	71	train	71
136128	g2TTZC41Jdw	170	71	train	71
113750	ZK3WeyF9rU0	40	71	train	71
184693	y4cB30nibtg	100	71	train	71
1036	-GJ-yBIiXZ8	120	71	train	71
36146	9QO5IkIA9kI	30	71	train	71
146623	jh8-PqsE3eM	20	71	train	152
65797	IkSrwRfVO_0	0	71	train	71
140546	hZdNI9GkcnA	0	71	train	71
135486	fpu2cW64osU	460	71	train	8
177759	vS6s0JW8-pw	0	71	train	71
29314	7CwLd2uPWmw	230	71	train	296
804	-BtHxM5Uvig	20	71	train	71
178204	vgEV6RXGSec	390	71	train	71
16391	3PsZL-MW1SY	30	71	train	181
184169	xtRjhpaGw4Y	40	71	train	71
46427	CZdjlDB-meY	380	71	train	71
42179	BEnvYQN_LEE	420	71	train	71
110955	YN3y8Iva0kM	40	71	train	269
44097	BqUHXnImk9U	30	71	train	71
137948	gfCi4wrwAIk	20	71	train	44
177313	vD3ud_zcs3E	0	71	train	71
181810	x4nVJ7RQJ1g	0	71	train	71
187696	z9V_XP2-xLk	200	71	train	71
110234	Y7VuK7oB9e8	20	71	train	71
41858	B9N0TtBFU30	60	71	train	301
3831	-ztsjdrEqVQ	30	71	train	38
186866	yrnBBQWI5Tc	130	71	train	71
18492	40bPcOiYAVY	110	71	train	71
176957	v0tC1mp1nVU	70	71	train	71
93327	S94ONT60NtI	30	71	train	75
103798	Vw2u2sg6VS0	10	71	train	71
105741	WbbosshfOyc	180	71	train	165
127179	cwtvR3qp52g	70	71	train	42
24231	5iIsaVOg9l8	10	71	train	71
76953	MSMG_OTJRCo	50	71	train	71
62814	HnjLi_S-Zkc	240	71	train	71
157881	n_XDt51wPGE	90	71	train	256
31254	7pIVZuIZgGQ	20	71	train	71
172563	tADtHgBO9j0	80	71	train	71
100281	Ubm4r9LgH5s	40	71	train	70
183555	xfyAVS8Mm6w	100	71	train	71
106382	WoDcJFQeb1A	220	71	train	71
84989	PGQDm9tivGA	50	71	train	79
144982	j6-w9wbJUSs	80	71	train	80
183095	xXx1KxEPPw4	30	71	train	71
142675	iGzRj4ek8mo	150	71	train	71
2889	-jXKNLiTd4k	30	71	train	71
70460	KHW4f1r_atQ	0	71	train	308
14312	2r_3JrPmUVw	60	71	train	71
96629	TKG5K-rfr7c	60	71	train	246
174839	u3Ixom_1tX0	400	71	train	266
108123	XP8R2bXhGVg	0	71	train	71
115742	_02VEP2yYu8	10	71	train	71
47192	Cmr5eUth66c	30	71	train	71
144055	imSnOLLDJj8	10	71	train	71
18811	46wGK_EPUgQ	0	71	train	71
20966	4jt1iKXSd90	480	71	train	71
122756	bNtC2yL_JEE	210	71	train	71
122314	bFemGRum6nU	20	71	train	71
49441	DVPQyYPNHL0	0	71	train	128
37689	9uc8YamBP7c	90	71	train	69
25210	6059rmDZdTU	10	71	train	71
14754	2zSVPoRn-1o	50	71	train	41
188457	zRU8A0m9Op8	145	72	train	170
140021	hO-k8pv7AKQ	18	72	train	72
162903	pMu-f4UGpZQ	5	72	train	72
56273	Fd-JsefcHyI	18	72	train	72
185239	yHwUzhL5d9c	465	72	train	72
100721	UlYub2h42qg	61	72	train	72
117167	_WjMwDWlRcU	15	72	train	72
146312	jaSYsHNXXpw	332	72	train	72
32514	8ERSqD-7MRw	253	72	train	69
83144	OcoxN_omsos	98	72	train	72
154280	mKQBEMoHOc0	740	72	train	72
122306	bFVqPqVbe9M	83	72	train	248
56676	Fl9FZxewjEY	23	72	train	273
97508	TdQOu24HHJI	484	72	train	72
22450	5BDTvyako_Q	211	72	train	210
13048	2VUEDNgR4WQ	306	72	train	72
131177	eMIzTgx1FFs	130	72	train	156
85906	PaE5-YikuaI	14	72	train	72
80617	NkERlu_K1vk	31	72	train	151
81037	Ntsfz5lnz3o	89	72	train	72
28187	6u4CR_i6pg4	25	72	train	72
92376	RnQGcZoQxWw	51	72	train	72
62853	Hoe9BaoEfC0	608	72	train	72
131176	eMIzTgx1FFs	101	72	train	72
166278	q_bhhIbgXbo	52	72	train	72
161743	oxJIPv9O5XI	0	72	train	185
18009	3ssjp87j_K0	414	72	train	72
116669	_L2JkkZMLnE	78	72	train	72
97992	ToZpCFznGPM	26	72	train	72
112498	Yu-cHU4I4xA	294	72	train	261
102683	VVwzK2MyJw0	132	72	train	72
63800	I72ZD-aVo7I	262	72	train	72
161515	os95_gIpeXo	146	72	train	72
186022	yZv5uuKoBkM	166	72	train	214
181985	x8p4gpwQT40	136	72	train	72
88455	QStv-PMncIE	83	72	train	72
166660	qiWdxGknJxQ	0	72	train	145
136737	gGDH7htDYes	101	72	train	72
53818	Eo4-qUcBmiw	145	72	train	72
16932	3ZQ3EkFS3hY	80	72	train	72
126147	c_XTl8m6V9s	436	72	train	72
12795	2Rb0zHxkG-4	217	72	train	72
21542	4vQNh9lxYgY	76	72	train	102
161944	p0iWoUqb3K8	97	72	train	118
80216	NaNPN3Bt62s	38	72	train	72
133124	f1PTP0eDTnU	181	72	train	72
150569	l3gMzLQU1Yo	220	72	train	72
83004	O_BxkldUE8U	66	72	train	72
41181	AwwYBtYRH3Y	239	72	train	72
131486	eTC01yamQZM	318	72	train	72
117620	_fxNfwJOGas	111	72	train	72
42503	BM-7Bs8eHpo	23	72	train	72
78148	MrzBgUlvGCg	20	72	train	72
53205	EcYd9GuTgt0	164	72	train	251
22062	54WNmykydBo	73	72	train	72
167865	rAKR0Bq7V18	32	72	train	72
137641	gZVJc4v612k	60	72	train	72
47776	CywJVq-3GTQ	140	72	train	72
161706	owYGj1AvQvo	230	72	train	72
80102	NYrF7gvXODQ	113	72	train	72
103456	VoWWmmT4XD0	565	72	train	27
1957	-VyLmfnIc5Q	22	72	train	72
161819	oyv8PJZjK8Y	128	72	train	81
66478	Iyk9huNUL7o	3	72	train	72
143119	iRonRtbnI9A	17	72	train	72
156173	mzOUgwsQ_hM	399	72	train	72
184737	y5r-XshjQSg	80	72	train	72
68064	JV3Qv-MEyn8	223	72	train	72
183940	xoVTuAck4F8	620	72	train	245
124998	cAuWbK0mypI	86	72	train	72
141905	i0-0jECb2Gw	6	72	train	72
52300	ELCIigpq6Cc	249	72	train	221
16933	3ZQ3EkFS3hY	104	72	train	187
154417	mNWxsdqdSPM	25	72	train	72
1958	-VyLmfnIc5Q	162	72	train	72
107352	X8VkF3Auvm0	99	72	train	305
163660	peChFZYZSAg	81	72	train	72
111496	YYaF7wJ3dgM	21	72	train	100
7983	15dr_eL-rdM	0	72	train	72
76831	MPqru_ruKxo	70	72	train	240
102682	VVwzK2MyJw0	108	72	train	72
22063	54WNmykydBo	83	72	train	72
131485	eTC01yamQZM	252	72	train	72
99950	UW5USdo6vEY	399	72	train	146
87204	Q-r6bh6Teao	81	72	train	129
13488	2bBpql9IcDE	620	72	train	72
173222	tSajiMhnbs4	32	72	train	35
163897	pjlKOANbtnw	63	72	train	72
161707	owYGj1AvQvo	443	72	train	72
66479	Iyk9huNUL7o	24	72	train	157
108337	XTm768s98hg	270	72	train	72
12225	2HN-5qnCJcE	591	72	train	72
51600	E7U8qhZ2k3k	10	72	train	72
29477	7G200nUlLKk	44	72	train	72
181853	x5qu8HdoZAY	5	72	train	72
63624	I3Z7UChCzpU	83	72	train	72
104240	W4eT7fj-aIA	211	72	train	259
68173	JWujj_ZsizU	679	72	train	72
67367	JGkc_32XUcg	141	72	train	72
151441	lMsa3CFILc0	327	72	train	72
56534	Fi-Y-iWTjng	55	72	train	49
62536	Hheph8KXKGU	80	72	train	262
131591	eVR60cLd68Q	61	72	train	72
116239	_B7NoxAIErQ	227	72	train	72
129081	dbmnJfWn-So	348	72	train	281
48830	DJPVhMT3Kfw	262	72	train	247
480	-6gTdk2aofg	16	72	train	72
37668	9u7ifz19-ls	138	72	train	72
168400	rM7BF5GBuT0	411	72	train	72
131134	eLJRZGlJeGE	34	72	train	72
105981	WgThRtDUu9c	279	72	train	183
83145	OcoxN_omsos	109	72	train	199
101780	V8xVExY-698	391	72	train	72
145450	jGnqKsa11vo	6	72	train	72
173299	tU6gzUhrYUs	23	72	train	102
99660	UPs6OWXLXT8	85	72	train	72
98722	U4HQo2u3Bbk	2	72	train	72
123765	bjWNumTcQpM	142	72	train	72
2307	-_rkUIUk374	77	72	train	72
162904	pMu-f4UGpZQ	36	72	train	144
5091	0JTg9MANNR0	184	72	train	72
78147	MrzBgUlvGCg	9	72	train	146
125798	cSzsYE3P4Yg	321	72	train	72
90072	R1PiiugqtjI	10	73	train	201
93706	SI76XSPWeW0	0	73	train	73
134712	fZxyh8WsW9w	87	73	train	73
96662	TKgLIB-msTE	80	73	train	73
27921	6odBQkTkuto	30	73	train	73
101950	VEER910vqMk	2	73	train	73
25148	5zrJdpyxHV4	42	73	train	198
101902	VD5GQ_g49Oo	30	73	train	73
76655	MLYaxnJOfco	30	73	train	73
153049	lv4rMDE8igg	18	73	train	73
114233	ZU8uDwGUIVE	250	73	train	73
13507	2bVl-Ui36Bw	95	73	train	73
172829	tIN_7O4ZxDg	30	73	train	73
153903	mC07mk2AZ8Y	30	73	train	232
132442	enW2wrcQqsw	30	73	train	73
118289	_tqvL6FDk9A	90	73	train	73
26851	6VQ_IbDvyhc	38	73	train	73
82656	ORvGTBJ-74M	57	73	train	60
83735	Op6o3GWHzPQ	123	73	train	73
169802	rt5JOLQP0T0	250	73	train	73
73834	LOoPZn7V_TQ	31	73	train	73
90354	R7GIGz6k47Y	20	73	train	63
3885	0-dwett6SGw	17	73	train	73
129844	dsVxIfmjKpc	12	73	train	73
44423	BxZErr4H9gQ	0	73	train	73
123284	bZkEfc-NR-o	30	73	train	73
76507	MIK-lTPhEtw	30	73	train	73
140155	hR5nIbYRraY	30	73	train	73
112010	YigNOStgaN8	29	73	train	73
137059	gN9lbYQMb10	29	73	train	268
142871	iLaLf95DcQk	25	73	train	73
101599	V4rklzNuZb8	8	73	train	68
53336	Ef8G4kFooxU	30	73	train	73
156115	myAkSqcPi5Y	30	73	train	73
126979	cs4bfWL2aDg	30	73	train	73
146372	jb_XoDKYVMY	30	73	train	110
125069	cC_o6usCAeE	30	73	train	73
80992	NspFbbItAtU	8	73	train	73
3930	00H4-cKmeNg	153	73	train	73
50064	DfAr-_nMOOY	1	73	train	156
19094	4BRBT3Bvt94	30	73	train	73
127925	dDgGMInTqTo	40	73	train	73
153381	m0EuUjqBM1w	0	73	train	73
7271	0uCvzUDL5H0	30	73	train	121
178771	vzOTaH9DHUM	30	73	train	80
72849	L3Z-_PDE30c	30	73	train	73
90307	R6ThLU9q7a8	9	73	train	73
26894	6WGRllHbRSs	30	73	train	73
36673	9_jq8atFmcM	30	73	train	200
122003	b8UU3GGaofA	30	73	train	73
79273	NFcOd21OybM	3	73	train	210
86342	PjAanUL2H5E	30	73	train	73
112619	YwNdDHEhm2g	5	73	train	277
110826	YKFWDRX44R4	30	73	train	73
171447	sbHLGchgOjA	111	73	train	209
58180	GHH4BrqHipc	70	73	train	73
35311	98ouIAQvD9g	18	73	train	73
71687	Kf5n0bZlsXI	198	73	train	73
13369	2_QViv3vWm8	118	73	train	73
87914	QGb-lGFGS_I	2	73	train	252
119472	aI6QnrV8qGE	39	73	train	11
81326	O-GwGha4oZc	73	73	train	73
175791	uROv_aLrLa8	30	73	train	73
178437	vneqmxzbPwQ	30	73	train	73
158910	nw0cLXuylpU	30	73	train	73
188493	zSLg6MQh1OI	147	73	train	73
70359	KEvVt_ndSXQ	30	73	train	124
50150	DgPhD1HuDKQ	30	73	train	73
128680	dU4arf3o4Nc	30	73	train	73
44477	BysMLSrPAeY	30	73	train	73
58045	GEA2O3wMrro	2	73	train	73
45256	CCFHzPum7Ik	30	73	train	108
135288	flgOhaCHFBQ	12	73	train	279
170173	s2d84e-X4rs	18	73	train	200
100422	UenUiFvAgLM	27	73	train	56
54037	EslPI5P6NXY	34	73	train	73
122329	bFt-_ovZkVA	0	73	train	114
82403	OMD447xG6kY	30	73	train	73
154683	mTG_kwsPVP0	80	73	train	73
3969	00nQKgFqiKQ	6	73	train	73
184077	xrQlBlYDWSc	291	73	train	141
171058	sQgzDFtzh5k	27	73	train	73
175351	uGGyYTKiyZ0	30	73	train	73
96110	T7gLkFk7VCc	30	73	train	129
169426	rjUI97LT0SM	32	73	train	73
80593	Nj_P4ejftQU	125	73	train	73
168108	rFawOp_viMY	7	73	train	73
182720	xP03KOtVN5c	19	73	train	28
22211	56ysgb8nbZY	36	73	train	73
142872	iLaLf95DcQk	40	73	train	73
30712	7drUNHYab9Q	96	73	train	51
161936	p0_3LpqUZTQ	0	73	train	53
116252	_BIpymtB8Xg	48	73	train	73
115233	ZpvEtae7CL8	30	73	train	73
148791	kSrLc8PUH94	30	73	train	73
95607	SxTn1cNrSgI	747	73	train	73
104435	W951IP7y-Yc	30	73	train	73
7736	11f6mnVxAm0	110	73	train	73
17348	3flILVgNIi0	58	73	train	73
119424	aHBRB0KY6zI	67	73	train	180
182843	xRjF0PVureY	146	73	train	73
182579	xM7FUegHQe8	2	73	train	73
138946	h-WRPViY7Hg	63	73	train	73
184139	xse7TQu4Lfg	30	73	train	73
112415	YsLBvI7uq90	402	73	train	165
188048	zH7tFChDQmo	30	73	train	73
137049	gMuEiMRPh5I	30	73	train	126
31750	8-NBIWFO-J4	191	73	train	73
18892	487jIOnY-yE	8	73	train	158
184679	y4Fe2oVjJKA	12	73	train	73
180605	wfHeoPDLMaM	30	73	train	73
37910	9zAMdMUlZhA	8	73	train	73
34169	8kp1LYeWk2U	26	73	train	130
182842	xRjF0PVureY	11	73	train	277
31895	82gJth9cnqs	33	73	train	33
17349	3flILVgNIi0	332	73	train	73
176130	ucGYnKvoGEs	30	73	train	73
140221	hSVJdQqCIPY	69	73	train	73
60241	GxKN_z2Ktm8	10	73	train	73
149658	kl0Y01IAY-g	20	73	train	44
171781	smBHJiEPCRI	30	73	train	73
93355	S9qvumQKk6o	20	73	train	73
179814	wO2jTgkU45A	30	73	train	73
57343	FzmW0THs4UQ	44	74	train	74
94645	ScmurxS0dC0	61	74	train	74
126358	ce01vU2Qenw	93	74	train	74
187384	z2hQmDGJ-HI	20	74	train	74
52995	EZ3edHmRja4	29	74	train	74
177102	v6YVaQDGtx8	152	74	train	74
38378	A7OM4i7fAZM	88	74	train	74
184983	yC0HDe8KYOU	139	74	train	74
155476	mkC5y0VYvXc	69	74	train	18
126510	chBNUlCt3Nk	28	74	train	215
21490	4ueJP_4ivxg	78	74	train	74
118561	a-HK7ofXyyk	5	74	train	74
133098	f0s-OiKFxsM	52	74	train	74
14751	2zPKwSrCDik	187	74	train	74
88854	QadM0RvZVc4	400	74	train	74
4987	0H_25TF7yTM	1	74	train	74
97352	Ta5rPOZqBow	77	74	train	74
19488	4JKxsAGQbXI	57	74	train	275
37719	9vPD6haeMjM	12	74	train	74
22336	598BqMVBrSs	207	74	train	74
97333	T_gOe929MYQ	125	74	train	135
124613	c2NyiC79JZk	78	74	train	74
130719	eCFdVN3tXic	75	74	train	74
94546	Sa9TJsCviNo	119	74	train	74
52996	EZ3edHmRja4	420	74	train	74
173748	te_LExXvKqY	225	74	train	74
90548	RBx20miib3I	16	74	train	74
60857	H9RU-cP5NFU	49	74	train	74
49791	DaaLLjphAOY	20	74	train	74
165031	q80X4_7olPQ	244	74	train	74
126359	ce01vU2Qenw	146	74	train	74
42684	BPxW7nP4loQ	3	74	train	74
48406	DAc08JG6OXg	363	74	train	158
63910	I9F_1qi3-wQ	66	74	train	74
21491	4ueJP_4ivxg	164	74	train	74
5478	0QZQ4LyDmV8	2	74	train	74
111551	YZrU6vFFVW4	123	74	train	74
133885	fHoBm-v7-mE	18	74	train	74
143233	iUHugRL5GQo	10	74	train	74
165829	qPgIL7RN-KM	13	74	train	74
150186	kwbE1xKaGxc	440	74	train	74
127472	d3cEXjYtlcM	66	74	train	74
59260	Gd16TWxEy24	1	74	train	74
63909	I9F_1qi3-wQ	37	74	train	227
177103	v6YVaQDGtx8	311	74	train	101
118368	_va0JO6a5U4	74	74	train	74
46282	CWdm18N1GWM	49	74	train	74
154961	mZghww6P0Ts	235	74	train	238
51324	E239LC-M7_s	104	74	train	276
90586	RCwytAZQVT4	3	74	train	74
39827	AYd975k3SkE	14	74	train	74
56657	FkYXS_-8MS4	65	74	train	101
21623	4x8DhuB5_oM	29	74	train	54
106424	WpP_TAmm4IU	60	74	train	232
134424	fTXsnp32s7M	259	74	train	241
79319	NGXWlv1nseY	39	74	train	74
157165	nKmXR1ugi2g	21	74	train	74
16300	3ONjrdTj-qk	15	74	train	74
100859	Uol0uwRzmNo	21	74	train	74
125761	cS9XIcxJ1hI	48	74	train	74
35041	93aUALFDTeI	11	74	train	74
71671	Kel3Ab3GQvE	0	74	train	295
188700	zWfWPpMXkGo	36	74	train	74
73224	LC7p_CElC7Q	401	74	train	74
109019	XiIF5myzOpI	396	74	train	90
97516	TdZxzBSdFFs	205	74	train	74
115318	Zrxd-7aJcGE	157	74	train	74
18197	3wUQEcZj9M4	25	74	train	88
119961	aSuq-GgibAU	56	74	train	256
173124	tQBl4O2B2m8	7	74	train	74
51410	E3s_OyiVn_I	4	74	train	123
135000	ffYkw1lMOLo	39	74	train	117
42685	BPxW7nP4loQ	36	74	train	212
181617	x0_AiAhfeV0	15	74	train	74
182641	xNG-vv-Ji_A	14	74	train	257
181409	wx7L0EyVNEw	0	74	train	74
119960	aSuq-GgibAU	46	74	train	4
90141	R307wmLm-K0	63	74	train	74
188520	zSufyGO0AdQ	28	74	train	239
94545	Sa9TJsCviNo	47	74	train	74
130720	eCFdVN3tXic	85	74	train	74
84887	PE7Mu6VmOac	131	74	train	74
23384	5U9cSvceauQ	188	74	train	74
136207	g4ZKybUNpX4	37	74	train	74
3121	-nJQCbtJby4	41	74	train	74
73225	LC7p_CElC7Q	431	74	train	74
92197	Rje8C_yb5gI	13	74	train	196
135980	g-CydtX7btM	61	74	train	103
7445	0x3NNynmtOQ	25	74	train	74
181618	x0_AiAhfeV0	68	74	train	74
1838	-TvzE29y-9o	11	74	train	74
153975	mD7F-v1D0Rw	48	74	train	218
86514	PmKVuli9v0Y	240	74	train	95
67573	JKxdjXEI9Wc	15	74	train	74
60779	H7vkR4tyaDM	381	74	train	74
111552	YZrU6vFFVW4	152	74	train	74
94105	SRYjTwQ1km4	61	74	train	198
183061	xWnoJ6WlMLQ	48	74	train	186
51411	E3s_OyiVn_I	47	74	train	61
66381	IwozevuoIss	48	74	train	74
82712	OSmS5pHLhKI	36	74	train	74
96648	TKR3Hs3x1PI	33	74	train	149
146633	jhYtrsSQ97Q	428	74	train	136
129852	dscFlqmuk4k	8	74	train	110
132430	enCzwUUhfEU	221	74	train	74
183486	xecCD4qBD1M	187	74	train	74
125762	cS9XIcxJ1hI	66	74	train	74
14089	2mdZR4RAGMU	109	74	train	74
39828	AYd975k3SkE	97	74	train	74
38999	AIRBUUqlbvs	212	74	train	74
154960	mZghww6P0Ts	222	74	train	74
45908	CPeouvGUR4g	15	74	train	74
90549	RBx20miib3I	31	74	train	74
175346	uGE13Fz-k7M	2	74	train	170
188701	zWfWPpMXkGo	49	74	train	74
34484	8s2Z6MZEBOo	1	74	train	74
106965	X0RmIBa-1CI	421	74	train	74
24529	5nUBngzIeA4	27	74	train	74
110379	YARvfcaoa1w	0	74	train	74
71672	Kel3Ab3GQvE	49	74	train	179
11925	2BjfVIjNPdU	0	74	train	74
159382	o6X4lGAN3d4	294	74	train	83
110474	YCJb2i-rT6A	52	74	train	74
90591	RD5UX2MKGqo	210	75	train	75
124684	c4481_WNoCY	530	75	train	280
31768	8-iENHTlPlk	110	75	train	75
86313	PiV3CexoH5I	310	75	train	19
92401	RnxNUyT6vBI	260	75	train	280
123197	bXzRFVENNJM	120	75	train	75
102589	VTpVzIDrwyo	125	75	train	75
170367	s6G816hAQmw	133	75	train	75
77904	Mme__3Xlnq4	460	75	train	75
130516	e7Mdb3BeKYo	490	75	train	75
100376	Udfxb0mOh4w	30	75	train	75
71752	KgTQfA1GagE	20	75	train	75
2758	-hWRLlRjetY	10	75	train	75
131347	eQIBCrDRDGg	560	75	train	75
145688	jMK5jaLTyts	5	75	train	75
82379	OLPUod5DT0s	80	75	train	5
98513	U06BOPcbI1M	340	75	train	75
25730	68SWNa2TUPI	102	75	train	75
46103	CTmeYSIdosA	100	75	train	75
163477	p_NmiscWCEQ	440	75	train	75
